Date,flux_primaire_pro_format,instance,recus
2021-12-13,FLUX RPC SAV AUTOLOC,SAV,529.0
2021-12-13,FLUX RPC SAV COMPLEX,SAV,332.0
2021-12-13,FLUX UNIF,COMMERCE,277.0
2021-12-13,FLUX UNIF,SAV,471.0
2021-12-14,FLUX AD,SAV,119.0
2021-12-14,FLUX RPC,COMMERCE,2206.0
2021-12-14,FLUX RPC SAV AUTOLOC,SAV,532.0
2021-12-14,FLUX RPC SAV COMPLEX,SAV,267.0
2021-12-14,FLUX UNIF,COMMERCE,265.0
2021-12-14,FLUX UNIF,SAV,532.0
2021-12-15,FLUX AD,SAV,215.0
2021-12-15,FLUX RPC,COMMERCE,1981.0
2021-12-15,FLUX RPC SAV AUTOLOC,SAV,547.0
2021-12-15,FLUX RPC SAV COMPLEX,SAV,255.0
2021-12-15,FLUX UNIF,COMMERCE,331.0
2021-12-15,FLUX UNIF,SAV,530.0
2021-12-16,FLUX AD,SAV,150.0
2021-12-16,FLUX RPC,COMMERCE,2071.0
2021-12-16,FLUX RPC SAV AUTOLOC,SAV,559.0
2021-12-16,FLUX RPC SAV COMPLEX,SAV,302.0
2021-12-16,FLUX UNIF,COMMERCE,319.0
2021-12-16,FLUX UNIF,SAV,493.0
2021-12-17,FLUX AD,SAV,203.0
2021-12-17,FLUX RPC,COMMERCE,1717.0
2021-12-17,FLUX RPC SAV AUTOLOC,SAV,442.0
2021-12-17,FLUX RPC SAV COMPLEX,SAV,250.0
2021-12-17,FLUX UNIF,COMMERCE,259.0
2021-12-17,FLUX UNIF,SAV,355.0
2021-12-18,FLUX AD,SAV,38.0
2021-12-18,FLUX RPC,COMMERCE,825.0
2021-12-18,FLUX RPC SAV AUTOLOC,SAV,95.0
2021-12-18,FLUX RPC SAV COMPLEX,SAV,22.0
2021-12-18,FLUX UNIF,COMMERCE,100.0
2021-12-18,FLUX UNIF,SAV,178.0
2021-12-19,FLUX AD,SAV,23.0
2021-12-19,FLUX RPC,COMMERCE,510.0
2021-12-19,FLUX RPC SAV AUTOLOC,SAV,18.0
2021-12-19,FLUX RPC SAV COMPLEX,SAV,10.0
2021-12-19,FLUX UNIF,COMMERCE,35.0
2021-12-19,FLUX UNIF,SAV,127.0
2021-12-20,FLUX AD,SAV,188.0
2021-12-20,FLUX RPC,COMMERCE,1983.0
2021-12-20,FLUX RPC SAV AUTOLOC,SAV,575.0
2021-12-20,FLUX RPC SAV COMPLEX,SAV,347.0
2021-12-20,FLUX UNIF,COMMERCE,313.0
2021-12-20,FLUX UNIF,SAV,434.0
2021-12-21,FLUX AD,SAV,230.0
2021-12-21,FLUX RPC,COMMERCE,1999.0
2021-12-21,FLUX RPC SAV AUTOLOC,SAV,544.0
2021-12-21,FLUX RPC SAV COMPLEX,SAV,286.0
2021-12-21,FLUX UNIF,COMMERCE,237.0
2021-12-21,FLUX UNIF,SAV,482.0
2021-12-22,FLUX AD,SAV,231.0
2021-12-22,FLUX RPC,COMMERCE,1749.0
2021-12-22,FLUX RPC SAV AUTOLOC,SAV,392.0
2021-12-22,FLUX RPC SAV COMPLEX,SAV,247.0
2021-12-22,FLUX UNIF,COMMERCE,257.0
2021-12-22,FLUX UNIF,SAV,391.0
2021-12-23,FLUX AD,SAV,197.0
2021-12-23,FLUX RPC,COMMERCE,1615.0
2021-12-23,FLUX RPC SAV AUTOLOC,SAV,393.0
2021-12-23,FLUX RPC SAV COMPLEX,SAV,210.0
2021-12-23,FLUX UNIF,COMMERCE,237.0
2021-12-23,FLUX UNIF,SAV,368.0
2021-12-24,FLUX AD,SAV,190.0
2021-12-24,FLUX RPC,COMMERCE,955.0
2021-12-24,FLUX RPC SAV AUTOLOC,SAV,321.0
2021-12-24,FLUX RPC SAV COMPLEX,SAV,131.0
2021-12-24,FLUX UNIF,COMMERCE,163.0
2021-12-24,FLUX UNIF,SAV,214.0
2021-12-25,FLUX AD,SAV,24.0
2021-12-25,FLUX RPC,COMMERCE,286.0
2021-12-25,FLUX RPC SAV AUTOLOC,SAV,13.0
2021-12-25,FLUX RPC SAV COMPLEX,SAV,14.0
2021-12-25,FLUX UNIF,COMMERCE,39.0
2021-12-25,FLUX UNIF,SAV,79.0
2021-12-26,FLUX AD,SAV,22.0
2021-12-26,FLUX RPC,COMMERCE,408.0
2021-12-26,FLUX RPC SAV AUTOLOC,SAV,19.0
2021-12-26,FLUX RPC SAV COMPLEX,SAV,14.0
2021-12-26,FLUX UNIF,COMMERCE,17.0
2021-12-26,FLUX UNIF,SAV,113.0
2021-12-27,FLUX AD,SAV,150.0
2021-12-27,FLUX RPC,COMMERCE,1454.0
2021-12-27,FLUX RPC SAV AUTOLOC,SAV,413.0
2021-12-27,FLUX RPC SAV COMPLEX,SAV,273.0
2021-12-27,FLUX UNIF,COMMERCE,250.0
2021-12-27,FLUX UNIF,SAV,357.0
2021-12-28,FLUX AD,SAV,202.0
2021-12-28,FLUX RPC,COMMERCE,1579.0
2021-12-28,FLUX RPC SAV AUTOLOC,SAV,456.0
2021-12-28,FLUX RPC SAV COMPLEX,SAV,260.0
2021-12-28,FLUX UNIF,COMMERCE,214.0
2021-12-28,FLUX UNIF,SAV,482.0
2021-12-29,FLUX AD,SAV,171.0
2021-12-29,FLUX RPC,COMMERCE,1597.0
2021-12-29,FLUX RPC SAV AUTOLOC,SAV,432.0
2021-12-29,FLUX RPC SAV COMPLEX,SAV,242.0
2021-12-29,FLUX UNIF,COMMERCE,247.0
2021-12-29,FLUX UNIF,SAV,473.0
2021-12-30,FLUX AD,SAV,111.0
2021-12-30,FLUX RPC,COMMERCE,1496.0
2021-12-30,FLUX RPC SAV AUTOLOC,SAV,378.0
2021-12-30,FLUX RPC SAV COMPLEX,SAV,204.0
2021-12-30,FLUX UNIF,COMMERCE,268.0
2021-12-30,FLUX UNIF,SAV,415.0
2021-12-31,FLUX AD,SAV,102.0
2021-12-31,FLUX RPC,COMMERCE,941.0
2021-12-31,FLUX RPC SAV AUTOLOC,SAV,310.0
2021-12-31,FLUX RPC SAV COMPLEX,SAV,159.0
2021-12-31,FLUX UNIF,COMMERCE,157.0
2021-12-31,FLUX UNIF,SAV,266.0
2022-01-01,FLUX AD,SAV,16.0
2022-01-01,FLUX RPC,COMMERCE,319.0
2022-01-01,FLUX RPC SAV AUTOLOC,SAV,20.0
2022-01-01,FLUX RPC SAV COMPLEX,SAV,9.0
2022-01-01,FLUX UNIF,COMMERCE,20.0
2022-01-01,FLUX UNIF,SAV,89.0
2022-01-02,FLUX AD,SAV,25.0
2022-01-02,FLUX RPC,COMMERCE,403.0
2022-01-02,FLUX RPC SAV AUTOLOC,SAV,28.0
2022-01-02,FLUX RPC SAV COMPLEX,SAV,23.0
2022-01-02,FLUX UNIF,COMMERCE,30.0
2022-01-02,FLUX UNIF,SAV,125.0
2022-01-03,FLUX AD,SAV,127.0
2022-01-03,FLUX RPC,COMMERCE,1683.0
2022-01-03,FLUX RPC SAV AUTOLOC,SAV,508.0
2022-01-03,FLUX RPC SAV COMPLEX,SAV,311.0
2022-01-03,FLUX UNIF,COMMERCE,226.0
2022-01-03,FLUX UNIF,SAV,435.0
2022-01-04,FLUX AD,SAV,91.0
2022-01-04,FLUX RPC,COMMERCE,1975.0
2022-01-04,FLUX RPC SAV AUTOLOC,SAV,502.0
2022-01-04,FLUX RPC SAV COMPLEX,SAV,250.0
2022-01-04,FLUX UNIF,COMMERCE,236.0
2022-01-04,FLUX UNIF,SAV,483.0
2022-01-05,FLUX AD,SAV,69.0
2022-01-05,FLUX RPC,COMMERCE,1995.0
2022-01-05,FLUX RPC SAV AUTOLOC,SAV,515.0
2022-01-05,FLUX RPC SAV COMPLEX,SAV,285.0
2022-01-05,FLUX UNIF,COMMERCE,233.0
2022-01-05,FLUX UNIF,SAV,539.0
2022-01-06,FLUX AD,SAV,123.0
2022-01-06,FLUX RPC,COMMERCE,1856.0
2022-01-06,FLUX RPC SAV AUTOLOC,SAV,552.0
2022-01-06,FLUX RPC SAV COMPLEX,SAV,316.0
2022-01-06,FLUX UNIF,COMMERCE,262.0
2022-01-06,FLUX UNIF,SAV,493.0
2022-01-07,FLUX AD,SAV,118.0
2022-01-07,FLUX RPC,COMMERCE,1668.0
2022-01-07,FLUX RPC SAV AUTOLOC,SAV,531.0
2022-01-07,FLUX RPC SAV COMPLEX,SAV,234.0
2022-01-07,FLUX UNIF,COMMERCE,233.0
2022-01-07,FLUX UNIF,SAV,437.0
2022-01-08,FLUX AD,SAV,51.0
2022-01-08,FLUX RPC,COMMERCE,764.0
2022-01-08,FLUX RPC SAV AUTOLOC,SAV,74.0
2022-01-08,FLUX RPC SAV COMPLEX,SAV,29.0
2022-01-08,FLUX UNIF,COMMERCE,50.0
2022-01-08,FLUX UNIF,SAV,221.0
2022-01-09,FLUX AD,SAV,34.0
2022-01-09,FLUX RPC,COMMERCE,450.0
2022-01-09,FLUX RPC SAV AUTOLOC,SAV,30.0
2022-01-09,FLUX RPC SAV COMPLEX,SAV,41.0
2022-01-09,FLUX UNIF,COMMERCE,34.0
2022-01-09,FLUX UNIF,SAV,173.0
2022-01-10,FLUX AD,SAV,103.0
2022-01-10,FLUX RPC,COMMERCE,2059.0
2022-01-10,FLUX RPC SAV AUTOLOC,SAV,505.0
2022-01-10,FLUX RPC SAV COMPLEX,SAV,284.0
2022-01-10,FLUX UNIF,COMMERCE,272.0
2022-01-10,FLUX UNIF,SAV,489.0
2022-01-11,FLUX AD,SAV,151.0
2022-01-11,FLUX RPC,COMMERCE,1983.0
2022-01-11,FLUX RPC SAV AUTOLOC,SAV,579.0
2022-01-11,FLUX RPC SAV COMPLEX,SAV,268.0
2022-01-11,FLUX UNIF,COMMERCE,259.0
2022-01-11,FLUX UNIF,SAV,525.0
2022-01-12,FLUX AD,SAV,104.0
2022-01-12,FLUX RPC,COMMERCE,1876.0
2022-01-12,FLUX RPC SAV AUTOLOC,SAV,570.0
2022-01-12,FLUX RPC SAV COMPLEX,SAV,244.0
2022-01-12,FLUX UNIF,COMMERCE,268.0
2022-01-12,FLUX UNIF,SAV,473.0
2022-01-13,FLUX AD,SAV,112.0
2022-01-13,FLUX RPC,COMMERCE,1745.0
2022-01-13,FLUX RPC SAV AUTOLOC,SAV,543.0
2022-01-13,FLUX RPC SAV COMPLEX,SAV,270.0
2022-01-13,FLUX UNIF,COMMERCE,268.0
2022-01-13,FLUX UNIF,SAV,470.0
2022-01-14,FLUX AD,SAV,131.0
2022-01-14,FLUX RPC,COMMERCE,1703.0
2022-01-14,FLUX RPC SAV AUTOLOC,SAV,458.0
2022-01-14,FLUX RPC SAV COMPLEX,SAV,249.0
2022-01-14,FLUX UNIF,COMMERCE,255.0
2022-01-14,FLUX UNIF,SAV,429.0
2022-01-15,FLUX AD,SAV,32.0
2022-01-15,FLUX RPC,COMMERCE,730.0
2022-01-15,FLUX RPC SAV AUTOLOC,SAV,88.0
2022-01-15,FLUX RPC SAV COMPLEX,SAV,28.0
2022-01-15,FLUX UNIF,COMMERCE,88.0
2022-01-15,FLUX UNIF,SAV,214.0
2022-01-16,FLUX AD,SAV,20.0
2022-01-16,FLUX RPC,COMMERCE,472.0
2022-01-16,FLUX RPC SAV AUTOLOC,SAV,36.0
2022-01-16,FLUX RPC SAV COMPLEX,SAV,21.0
2022-01-16,FLUX UNIF,COMMERCE,42.0
2022-01-16,FLUX UNIF,SAV,170.0
2022-01-17,FLUX AD,SAV,117.0
2022-01-17,FLUX RPC,COMMERCE,1836.0
2022-01-17,FLUX RPC SAV AUTOLOC,SAV,547.0
2022-01-17,FLUX RPC SAV COMPLEX,SAV,319.0
2022-01-17,FLUX UNIF,COMMERCE,263.0
2022-01-17,FLUX UNIF,SAV,584.0
2022-01-18,FLUX AD,SAV,109.0
2022-01-18,FLUX RPC,COMMERCE,1967.0
2022-01-18,FLUX RPC SAV AUTOLOC,SAV,554.0
2022-01-18,FLUX RPC SAV COMPLEX,SAV,289.0
2022-01-18,FLUX UNIF,COMMERCE,275.0
2022-01-18,FLUX UNIF,SAV,524.0
2022-01-19,FLUX AD,SAV,203.0
2022-01-19,FLUX RPC,COMMERCE,1740.0
2022-01-19,FLUX RPC SAV AUTOLOC,SAV,510.0
2022-01-19,FLUX RPC SAV COMPLEX,SAV,244.0
2022-01-19,FLUX UNIF,COMMERCE,312.0
2022-01-19,FLUX UNIF,SAV,503.0
2022-01-20,FLUX AD,SAV,138.0
2022-01-20,FLUX RPC,COMMERCE,1948.0
2022-01-20,FLUX RPC SAV AUTOLOC,SAV,543.0
2022-01-20,FLUX RPC SAV COMPLEX,SAV,245.0
2022-01-20,FLUX UNIF,COMMERCE,329.0
2022-01-20,FLUX UNIF,SAV,475.0
2022-01-21,FLUX AD,SAV,180.0
2022-01-21,FLUX RPC,COMMERCE,1732.0
2022-01-21,FLUX RPC SAV AUTOLOC,SAV,514.0
2022-01-21,FLUX RPC SAV COMPLEX,SAV,247.0
2022-01-21,FLUX UNIF,COMMERCE,252.0
2022-01-21,FLUX UNIF,SAV,407.0
2022-01-22,FLUX AD,SAV,30.0
2022-01-22,FLUX RPC,COMMERCE,679.0
2022-01-22,FLUX RPC SAV AUTOLOC,SAV,74.0
2022-01-22,FLUX RPC SAV COMPLEX,SAV,22.0
2022-01-22,FLUX UNIF,COMMERCE,84.0
2022-01-22,FLUX UNIF,SAV,193.0
2022-01-23,FLUX AD,SAV,17.0
2022-01-23,FLUX RPC,COMMERCE,431.0
2022-01-23,FLUX RPC SAV AUTOLOC,SAV,23.0
2022-01-23,FLUX RPC SAV COMPLEX,SAV,6.0
2022-01-23,FLUX UNIF,COMMERCE,30.0
2022-01-23,FLUX UNIF,SAV,160.0
2022-01-24,FLUX AD,SAV,225.0
2022-01-24,FLUX RPC,COMMERCE,1660.0
2022-01-24,FLUX RPC SAV AUTOLOC,SAV,577.0
2022-01-24,FLUX RPC SAV COMPLEX,SAV,266.0
2022-01-24,FLUX UNIF,COMMERCE,285.0
2022-01-24,FLUX UNIF,SAV,451.0
2022-01-25,FLUX AD,SAV,178.0
2022-01-25,FLUX RPC,COMMERCE,1882.0
2022-01-25,FLUX RPC SAV AUTOLOC,SAV,561.0
2022-01-25,FLUX RPC SAV COMPLEX,SAV,305.0
2022-01-25,FLUX UNIF,COMMERCE,275.0
2022-01-25,FLUX UNIF,SAV,478.0
2022-01-26,FLUX AD,SAV,186.0
2022-01-26,FLUX RPC,COMMERCE,1817.0
2022-01-26,FLUX RPC SAV AUTOLOC,SAV,566.0
2022-01-26,FLUX RPC SAV COMPLEX,SAV,263.0
2022-01-26,FLUX UNIF,COMMERCE,272.0
2022-01-26,FLUX UNIF,SAV,549.0
2022-01-27,FLUX AD,SAV,135.0
2022-01-27,FLUX RPC,COMMERCE,1670.0
2022-01-27,FLUX RPC SAV AUTOLOC,SAV,506.0
2022-01-27,FLUX RPC SAV COMPLEX,SAV,245.0
2022-01-27,FLUX UNIF,COMMERCE,265.0
2022-01-27,FLUX UNIF,SAV,440.0
2022-01-28,FLUX AD,SAV,119.0
2022-01-28,FLUX RPC,COMMERCE,1577.0
2022-01-28,FLUX RPC SAV AUTOLOC,SAV,428.0
2022-01-28,FLUX RPC SAV COMPLEX,SAV,264.0
2022-01-28,FLUX UNIF,COMMERCE,238.0
2022-01-28,FLUX UNIF,SAV,347.0
2022-01-29,FLUX AD,SAV,24.0
2022-01-29,FLUX RPC,COMMERCE,691.0
2022-01-29,FLUX RPC SAV AUTOLOC,SAV,69.0
2022-01-29,FLUX RPC SAV COMPLEX,SAV,25.0
2022-01-29,FLUX UNIF,COMMERCE,59.0
2022-01-29,FLUX UNIF,SAV,210.0
2022-01-30,FLUX AD,SAV,17.0
2022-01-30,FLUX RPC,COMMERCE,326.0
2022-01-30,FLUX RPC SAV AUTOLOC,SAV,30.0
2022-01-30,FLUX RPC SAV COMPLEX,SAV,14.0
2022-01-30,FLUX UNIF,COMMERCE,39.0
2022-01-30,FLUX UNIF,SAV,143.0
2022-01-31,FLUX AD,SAV,74.0
2022-01-31,FLUX RPC,COMMERCE,1519.0
2022-01-31,FLUX RPC SAV AUTOLOC,SAV,582.0
2022-01-31,FLUX RPC SAV COMPLEX,SAV,307.0
2022-01-31,FLUX UNIF,COMMERCE,252.0
2022-01-31,FLUX UNIF,SAV,390.0
2022-02-01,FLUX AD,SAV,114.0
2022-02-01,FLUX RPC,COMMERCE,1889.0
2022-02-01,FLUX RPC SAV AUTOLOC,SAV,516.0
2022-02-01,FLUX RPC SAV COMPLEX,SAV,278.0
2022-02-01,FLUX UNIF,COMMERCE,270.0
2022-02-01,FLUX UNIF,SAV,462.0
2022-02-02,FLUX AD,SAV,103.0
2022-02-02,FLUX RPC,COMMERCE,1900.0
2022-02-02,FLUX RPC SAV AUTOLOC,SAV,587.0
2022-02-02,FLUX RPC SAV COMPLEX,SAV,313.0
2022-02-02,FLUX UNIF,COMMERCE,269.0
2022-02-02,FLUX UNIF,SAV,544.0
2022-02-03,FLUX AD,SAV,109.0
2022-02-03,FLUX RPC,COMMERCE,1879.0
2022-02-03,FLUX RPC SAV AUTOLOC,SAV,479.0
2022-02-03,FLUX RPC SAV COMPLEX,SAV,268.0
2022-02-03,FLUX UNIF,COMMERCE,330.0
2022-02-03,FLUX UNIF,SAV,440.0
2022-02-04,FLUX AD,SAV,110.0
2022-02-04,FLUX RPC,COMMERCE,1767.0
2022-02-04,FLUX RPC SAV AUTOLOC,SAV,465.0
2022-02-04,FLUX RPC SAV COMPLEX,SAV,210.0
2022-02-04,FLUX UNIF,COMMERCE,268.0
2022-02-04,FLUX UNIF,SAV,474.0
2022-02-05,FLUX AD,SAV,37.0
2022-02-05,FLUX RPC,COMMERCE,722.0
2022-02-05,FLUX RPC SAV AUTOLOC,SAV,61.0
2022-02-05,FLUX RPC SAV COMPLEX,SAV,30.0
2022-02-05,FLUX UNIF,COMMERCE,89.0
2022-02-05,FLUX UNIF,SAV,171.0
2022-02-06,FLUX AD,SAV,20.0
2022-02-06,FLUX RPC,COMMERCE,527.0
2022-02-06,FLUX RPC SAV AUTOLOC,SAV,24.0
2022-02-06,FLUX RPC SAV COMPLEX,SAV,18.0
2022-02-06,FLUX UNIF,COMMERCE,52.0
2022-02-06,FLUX UNIF,SAV,185.0
2022-02-07,FLUX AD,SAV,112.0
2022-02-07,FLUX RPC,COMMERCE,2000.0
2022-02-07,FLUX RPC SAV AUTOLOC,SAV,570.0
2022-02-07,FLUX RPC SAV COMPLEX,SAV,327.0
2022-02-07,FLUX UNIF,COMMERCE,310.0
2022-02-07,FLUX UNIF,SAV,540.0
2022-02-08,FLUX AD,SAV,108.0
2022-02-08,FLUX RPC,COMMERCE,2158.0
2022-02-08,FLUX RPC SAV AUTOLOC,SAV,547.0
2022-02-08,FLUX RPC SAV COMPLEX,SAV,297.0
2022-02-08,FLUX UNIF,COMMERCE,319.0
2022-02-08,FLUX UNIF,SAV,502.0
2022-02-09,FLUX AD,SAV,106.0
2022-02-09,FLUX RPC,COMMERCE,2021.0
2022-02-09,FLUX RPC SAV AUTOLOC,SAV,558.0
2022-02-09,FLUX RPC SAV COMPLEX,SAV,283.0
2022-02-09,FLUX UNIF,COMMERCE,334.0
2022-02-09,FLUX UNIF,SAV,551.0
2022-02-10,FLUX AD,SAV,165.0
2022-02-10,FLUX RPC,COMMERCE,2167.0
2022-02-10,FLUX RPC SAV AUTOLOC,SAV,503.0
2022-02-10,FLUX RPC SAV COMPLEX,SAV,315.0
2022-02-10,FLUX UNIF,COMMERCE,364.0
2022-02-10,FLUX UNIF,SAV,453.0
2022-02-11,FLUX AD,SAV,117.0
2022-02-11,FLUX RPC,COMMERCE,1803.0
2022-02-11,FLUX RPC SAV AUTOLOC,SAV,525.0
2022-02-11,FLUX RPC SAV COMPLEX,SAV,288.0
2022-02-11,FLUX UNIF,COMMERCE,263.0
2022-02-11,FLUX UNIF,SAV,476.0
2022-02-12,FLUX AD,SAV,39.0
2022-02-12,FLUX RPC,COMMERCE,844.0
2022-02-12,FLUX RPC SAV AUTOLOC,SAV,99.0
2022-02-12,FLUX RPC SAV COMPLEX,SAV,33.0
2022-02-12,FLUX UNIF,COMMERCE,102.0
2022-02-12,FLUX UNIF,SAV,218.0
2022-02-13,FLUX AD,SAV,30.0
2022-02-13,FLUX RPC,COMMERCE,514.0
2022-02-13,FLUX RPC SAV AUTOLOC,SAV,36.0
2022-02-13,FLUX RPC SAV COMPLEX,SAV,15.0
2022-02-13,FLUX UNIF,COMMERCE,44.0
2022-02-13,FLUX UNIF,SAV,142.0
2022-02-14,FLUX AD,SAV,96.0
2022-02-14,FLUX RPC,COMMERCE,1927.0
2022-02-14,FLUX RPC SAV AUTOLOC,SAV,670.0
2022-02-14,FLUX RPC SAV COMPLEX,SAV,321.0
2022-02-14,FLUX UNIF,COMMERCE,278.0
2022-02-14,FLUX UNIF,SAV,443.0
2022-02-15,FLUX AD,SAV,107.0
2022-02-15,FLUX RPC,COMMERCE,1959.0
2022-02-15,FLUX RPC SAV AUTOLOC,SAV,596.0
2022-02-15,FLUX RPC SAV COMPLEX,SAV,341.0
2022-02-15,FLUX UNIF,COMMERCE,249.0
2022-02-15,FLUX UNIF,SAV,528.0
2022-02-16,FLUX AD,SAV,92.0
2022-02-16,FLUX RPC,COMMERCE,1859.0
2022-02-16,FLUX RPC SAV AUTOLOC,SAV,644.0
2022-02-16,FLUX RPC SAV COMPLEX,SAV,369.0
2022-02-16,FLUX UNIF,COMMERCE,309.0
2022-02-16,FLUX UNIF,SAV,502.0
2022-02-17,FLUX AD,SAV,84.0
2022-02-17,FLUX RPC,COMMERCE,1916.0
2022-02-17,FLUX RPC SAV AUTOLOC,SAV,494.0
2022-02-17,FLUX RPC SAV COMPLEX,SAV,285.0
2022-02-17,FLUX UNIF,COMMERCE,330.0
2022-02-17,FLUX UNIF,SAV,467.0
2022-02-18,FLUX AD,SAV,77.0
2022-02-18,FLUX RPC,COMMERCE,1625.0
2022-02-18,FLUX RPC SAV AUTOLOC,SAV,488.0
2022-02-18,FLUX RPC SAV COMPLEX,SAV,244.0
2022-02-18,FLUX UNIF,COMMERCE,294.0
2022-02-18,FLUX UNIF,SAV,470.0
2022-02-19,FLUX AD,SAV,19.0
2022-02-19,FLUX RPC,COMMERCE,650.0
2022-02-19,FLUX RPC SAV AUTOLOC,SAV,68.0
2022-02-19,FLUX RPC SAV COMPLEX,SAV,23.0
2022-02-19,FLUX UNIF,COMMERCE,112.0
2022-02-19,FLUX UNIF,SAV,189.0
2022-02-20,FLUX AD,SAV,17.0
2022-02-20,FLUX RPC,COMMERCE,459.0
2022-02-20,FLUX RPC SAV AUTOLOC,SAV,21.0
2022-02-20,FLUX RPC SAV COMPLEX,SAV,14.0
2022-02-20,FLUX UNIF,COMMERCE,57.0
2022-02-20,FLUX UNIF,SAV,162.0
2022-02-21,FLUX AD,SAV,77.0
2022-02-21,FLUX RPC,COMMERCE,1728.0
2022-02-21,FLUX RPC SAV AUTOLOC,SAV,611.0
2022-02-21,FLUX RPC SAV COMPLEX,SAV,399.0
2022-02-21,FLUX UNIF,COMMERCE,290.0
2022-02-21,FLUX UNIF,SAV,437.0
2022-02-22,FLUX AD,SAV,106.0
2022-02-22,FLUX RPC,COMMERCE,1908.0
2022-02-22,FLUX RPC SAV AUTOLOC,SAV,488.0
2022-02-22,FLUX RPC SAV COMPLEX,SAV,282.0
2022-02-22,FLUX UNIF,COMMERCE,329.0
2022-02-22,FLUX UNIF,SAV,511.0
2022-02-23,FLUX AD,SAV,153.0
2022-02-23,FLUX RPC,COMMERCE,1805.0
2022-02-23,FLUX RPC SAV AUTOLOC,SAV,537.0
2022-02-23,FLUX RPC SAV COMPLEX,SAV,272.0
2022-02-23,FLUX UNIF,COMMERCE,299.0
2022-02-23,FLUX UNIF,SAV,445.0
2022-02-24,FLUX AD,SAV,114.0
2022-02-24,FLUX RPC,COMMERCE,1869.0
2022-02-24,FLUX RPC SAV AUTOLOC,SAV,441.0
2022-02-24,FLUX RPC SAV COMPLEX,SAV,322.0
2022-02-24,FLUX UNIF,COMMERCE,320.0
2022-02-24,FLUX UNIF,SAV,466.0
2022-02-25,FLUX AD,SAV,196.0
2022-02-25,FLUX RPC,COMMERCE,1484.0
2022-02-25,FLUX RPC SAV AUTOLOC,SAV,419.0
2022-02-25,FLUX RPC SAV COMPLEX,SAV,232.0
2022-02-25,FLUX UNIF,COMMERCE,316.0
2022-02-25,FLUX UNIF,SAV,400.0
2022-02-26,FLUX AD,SAV,19.0
2022-02-26,FLUX RPC,COMMERCE,649.0
2022-02-26,FLUX RPC SAV AUTOLOC,SAV,73.0
2022-02-26,FLUX RPC SAV COMPLEX,SAV,32.0
2022-02-26,FLUX UNIF,COMMERCE,96.0
2022-02-26,FLUX UNIF,SAV,193.0
2022-02-27,FLUX AD,SAV,14.0
2022-02-27,FLUX RPC,COMMERCE,378.0
2022-02-27,FLUX RPC SAV AUTOLOC,SAV,22.0
2022-02-27,FLUX RPC SAV COMPLEX,SAV,13.0
2022-02-27,FLUX UNIF,COMMERCE,45.0
2022-02-27,FLUX UNIF,SAV,134.0
2022-02-28,FLUX AD,SAV,161.0
2022-02-28,FLUX RPC,COMMERCE,1748.0
2022-02-28,FLUX RPC SAV AUTOLOC,SAV,493.0
2022-02-28,FLUX RPC SAV COMPLEX,SAV,424.0
2022-02-28,FLUX UNIF,COMMERCE,276.0
2022-02-28,FLUX UNIF,SAV,422.0
2022-03-01,FLUX AD,SAV,128.0
2022-03-01,FLUX RPC,COMMERCE,1676.0
2022-03-01,FLUX RPC SAV AUTOLOC,SAV,558.0
2022-03-01,FLUX RPC SAV COMPLEX,SAV,282.0
2022-03-01,FLUX UNIF,COMMERCE,263.0
2022-03-01,FLUX UNIF,SAV,490.0
2022-03-02,FLUX AD,SAV,165.0
2022-03-02,FLUX RPC,COMMERCE,1615.0
2022-03-02,FLUX RPC SAV AUTOLOC,SAV,545.0
2022-03-02,FLUX RPC SAV COMPLEX,SAV,311.0
2022-03-02,FLUX UNIF,COMMERCE,321.0
2022-03-02,FLUX UNIF,SAV,512.0
2022-03-03,FLUX AD,SAV,87.0
2022-03-03,FLUX RPC,COMMERCE,1855.0
2022-03-03,FLUX RPC SAV AUTOLOC,SAV,455.0
2022-03-03,FLUX RPC SAV COMPLEX,SAV,297.0
2022-03-03,FLUX UNIF,COMMERCE,324.0
2022-03-03,FLUX UNIF,SAV,418.0
2022-03-04,FLUX AD,SAV,125.0
2022-03-04,FLUX RPC,COMMERCE,1705.0
2022-03-04,FLUX RPC SAV AUTOLOC,SAV,493.0
2022-03-04,FLUX RPC SAV COMPLEX,SAV,315.0
2022-03-04,FLUX UNIF,COMMERCE,270.0
2022-03-04,FLUX UNIF,SAV,412.0
2022-03-05,FLUX AD,SAV,20.0
2022-03-05,FLUX RPC,COMMERCE,651.0
2022-03-05,FLUX RPC SAV AUTOLOC,SAV,76.0
2022-03-05,FLUX RPC SAV COMPLEX,SAV,40.0
2022-03-05,FLUX UNIF,COMMERCE,104.0
2022-03-05,FLUX UNIF,SAV,200.0
2022-03-06,FLUX AD,SAV,18.0
2022-03-06,FLUX RPC,COMMERCE,407.0
2022-03-06,FLUX RPC SAV AUTOLOC,SAV,27.0
2022-03-06,FLUX RPC SAV COMPLEX,SAV,21.0
2022-03-06,FLUX UNIF,COMMERCE,43.0
2022-03-06,FLUX UNIF,SAV,169.0
2022-03-07,FLUX AD,SAV,104.0
2022-03-07,FLUX RPC,COMMERCE,1940.0
2022-03-07,FLUX RPC SAV AUTOLOC,SAV,536.0
2022-03-07,FLUX RPC SAV COMPLEX,SAV,332.0
2022-03-07,FLUX UNIF,COMMERCE,289.0
2022-03-07,FLUX UNIF,SAV,543.0
2022-03-08,FLUX AD,SAV,147.0
